target_year,kecamatan,produksi_ton,pred_xgb_produksi_ton,pred_persistence_produksi_ton,pred_rf_produksi_ton,pred_xgb_luas_panen_bersih_ha,pred_rf_luas_panen_bersih_ha,pred_xgb_yield_t_ha,pred_rf_yield_t_ha,pred_deep_produksi_ton,pred_hybrid_harvest_ha,pred_hybrid_yield_t_ha,pred_hybrid_agronomic_produksi_ton,prediksi_final_produksi_ton_v8
2018,KENCONG,37901.0,39262.086,39021.0,38625.25655796956,6763.765,6760.562483586719,5.91938,5.927811851938587,38613.836,6760.562483586719,5.927811851938587,40075.342415976724,40075.342415976724
2018,LEDOKOMBO,44552.0,41842.117,38011.0,42731.936702326624,7645.0693,7999.196976286687,5.54733,5.585589470527816,37134.137,7999.196976286687,5.585589470527816,44680.23040342487,44680.23040342487
2018,MAYANG,28591.0,28341.754,28013.0,28814.230201528637,4952.141,5015.56229666254,5.8316917,5.830569675976375,26968.74,5015.56229666254,5.830569675976375,29243.58543489103,29243.58543489103
2018,MUMBULSARI,34293.0,35663.83,33617.0,36112.31406479846,6025.8887,6143.093983818197,5.7677975,5.786928115791309,35979.254,6143.093983818197,5.786928115791309,35549.64329290596,35549.64329290596
2018,PAKUSARI,20010.0,19943.756,19744.0,20008.96131944073,3482.8833,3499.8517856270855,5.83635,5.872625808158564,20222.611,3499.8517856270855,5.872625808158564,20553.319921003458,20553.319921003458
2018,PANTI,36604.0,36988.723,36684.0,36979.55647471997,6228.872,6254.251502424215,5.941462,5.821335952149909,37884.945,6254.251502424215,5.821335952149909,36408.099124849665,36408.099124849665
2018,PATRANG,22760.0,21859.662,22612.0,22309.05776673334,3629.1738,3655.3938752480326,5.966901,5.929638670177887,22066.57,3655.3938752480326,5.929638670177887,21675.164877402138,21675.164877402138
2018,PUGER,40281.0,38688.996,36128.0,38106.49059406598,6422.6895,6579.043632336155,6.3302946,6.419800235120871,38925.086,6579.043632336155,6.419800235120871,42236.145857742114,42236.145857742114
2018,RAMBIPUJI,38055.0,37304.73,39203.0,38161.77792191018,6222.916,6280.643069228548,6.186742,6.099231605797361,40567.004,6280.643069228548,6.099231605797361,38307.0967125709,38307.0967125709
2018,SEMBORO,24712.0,25862.852,25419.0,25107.49645693039,4136.991,4061.974534699015,6.2960978,6.26876683861172,24283.586,4061.974534699015,6.26876683861172,25463.571262406454,25463.571262406454
2018,SILO,26509.0,26697.096,26106.0,26080.2790566243,4415.1245,4433.160435993937,6.0377965,5.952374793815908,26729.018,4433.160435993937,5.952374793815908,26387.832436152254,26387.832436152254
2018,SUKORAMBI,25954.0,24803.684,24003.0,24938.592408241442,4319.421,4318.745155941883,5.9276047,5.8759109022758835,28465.387,4318.745155941883,5.8759109022758835,25376.56174595007,25376.56174595007
2018,SUKOWONO,28958.0,29750.543,29916.0,29268.732201619936,4896.541,4879.449093147431,5.9948163,5.887566406053013,33013.47,4879.449093147431,5.887566406053013,28728.080560860653,28728.080560860653
2018,SUMBERBARU,55430.0,46638.367,56871.0,47513.20586665893,8186.5522,8248.035434619449,6.4834924,6.626169719325821,54156.594,8248.035434619449,6.626169719325821,54652.882640801785,54652.882640801785
2018,SUMBERJAMBE,25799.0,25832.629,24864.0,26000.154047592157,4558.772,4650.761800643158,5.6438622,5.6521546351098095,29749.75,4650.761800643158,5.6521546351098095,26286.824868296866,26286.824868296866
2018,SUMBERSARI,21010.0,19823.0,19686.0,19918.558185935613,3366.9478,3370.5962566204216,6.012253,5.957386148811238,20193.182,3370.5962566204216,5.957386148811238,20079.94345242551,20079.94345242551
2018,TANGGUL,55586.0,47826.695,54164.0,53603.17534786851,8535.96,8608.008478306758,6.4175835,6.542285528056943,54657.145,8608.008478306758,6.542285528056943,56316.049293017764,56316.049293017764
2018,TEMPUREJO,19439.0,20616.492,19301.0,19725.964747680002,3564.658,3533.9966644768942,5.803004,5.792941462886265,19969.64,3533.9966644768942,5.792941462886265,20472.23580734996,20472.23580734996
2018,UMBULSARI,15454.0,15132.155,18993.0,13411.072056895197,2590.9927,2567.9203885021234,6.271951,6.387131014917368,18400.273,2567.9203885021234,6.387131014917368,16401.64395724057,16401.64395724057
2018,WULUHAN,30156.0,31232.514,29624.0,30445.720156866526,4925.928,4963.999609270581,6.345776,6.239333431937303,30575.84,4963.999609270581,6.239333431937303,30972.04871824564,30972.04871824564
2019,AJUNG,42758.0,42099.613,42073.0,41431.885614721716,7566.3315,7769.654042290931,5.5754194,5.686195023390254,38451.188,7728.98959125462,5.658501124033779,43734.49628975964,43734.49628975964
2019,AMBULU,22576.0,23713.027,22474.0,22757.395275676838,3686.492,3688.502937286442,6.1163397,6.058227691489374,22984.016,3688.10075070806,6.072755689500209,22396.93481731236,22396.93481731236
2019,ARJASA,16609.0,17884.611,19186.0,16951.571399022716,3040.1497,3035.1902886221596,5.7229,5.722379289651901,17850.053,3036.1821991594466,5.722509445685886,17374.581313513278,17374.581313513278
2019,BALUNG,34900.0,35349.684,35872.0,36380.20437950964,5714.8926,5699.391093887459,6.1506925,6.127940953574506,34681.65,5702.491390734967,6.1336288309111655,34976.965602234704,34976.965602234704
2019,BANGSALSARI,48340.0,48290.613,50238.0,49393.48983007969,8329.569,8180.600430141533,5.9923944,6.0109087468843825,49458.83,8210.394284542916,6.006280171994952,49313.92839551079,49313.92839551079
2019,GUMUKMAS,43682.0,44187.777,46228.0,41702.376429626966,7503.183,7793.243269363363,5.7871685,5.7956813489156875,39153.312,7735.231212170378,5.79355313738867,44814.473057696465,44814.473057696465
2019,JELBUK,16211.0,15362.29,16389.0,15499.19468252036,2682.2612,2632.047694882465,6.010322,6.0383859938671645,15522.885,2642.0904264137844,6.031370018891279,15935.424985071773,15935.424985071773
2019,JENGGAWAH,41901.0,41384.5,42491.0,40894.120838440955,7081.081,6917.791473889751,6.006743,6.0083983783461345,41862.156,6950.449365635239,6.007984522323138,41758.19221192719,41758.19221192719
2019,JOMBANG,45634.0,40766.43,42853.0,39768.98840006673,6691.275,6652.8098357573745,6.422491,6.454783624081273,41371.99,6660.502873488713,6.446710486463054,42938.33371963699,42938.33371963699
2019,KALISAT,27167.0,27807.104,26218.0,27579.87297456569,4754.0605,4867.336414780465,5.6501904,5.599325907109884,27142.188,4844.681265613435,5.6120420186808015,27188.554829738285,27188.554829738285
2019,KALIWATES,7162.0,9744.601,8125.0,8305.93897338869,1664.1044,1448.6050945849593,6.062618,6.102945347439911,8012.6997,1491.7049680019518,6.092863455274452,9088.754685590438,9088.754685590438
2019,KENCONG,34235.0,36686.203,37901.0,37091.3951758269,6221.4736,6143.9310464872415,5.729682,5.738291579333044,39030.543,6159.439636994481,5.736139176672024,35331.40300811055,35331.40300811055
2019,LEDOKOMBO,44659.0,45461.094,44552.0,45224.13587531467,7905.9414,8100.634634642291,5.5584974,5.588311953873399,39275.496,8061.6960622060205,5.5808583226285595,44991.183563264356,44991.183563264356
2019,MAYANG,28613.0,29042.953,28591.0,29368.867287390076,4984.1523,4992.955735629399,5.78539,5.840514918711618,27889.809,4991.195093874613,5.826733664085593,29082.364477498057,29082.364477498057
2019,MUMBULSARI,34435.0,34730.402,34293.0,35863.626547721775,6086.9316,6125.319195734201,5.6805696,5.706780797294287,34525.484,6117.641709126423,5.700228010156384,34871.95262646341,34871.95262646341
2019,PAKUSARI,19066.0,19883.135,20010.0,19550.742876720273,3391.1528,3344.7497604216287,5.840488,5.861708488393518,18928.096,3354.0303991576156,5.856403355545321,19642.554884227673,19642.554884227673
2019,PANTI,34480.0,36312.668,36604.0,36566.08382960496,5867.738,5844.062618019372,6.0137,5.972296743637323,37901.93,5848.797701837373,5.982647559826076,34991.295298813726,34991.295298813726
2019,PATRANG,21287.0,21622.457,22760.0,21706.599242041975,3506.901,3428.562321615083,6.0978136,6.0896575552412004,23927.87,3444.230045280348,6.091696567996452,20981.20434622456,20981.20434622456
2019,PUGER,37317.0,36279.09,40281.0,36976.608682040176,5893.0454,5843.004701478061,6.128888,6.058567731233977,38685.125,5853.012892041824,6.07614783097248,35563.77158863389,35563.77158863389
2019,RAMBIPUJI,36333.0,37053.832,38055.0,37460.357423518275,5984.3955,5952.6725032038885,6.1232767,6.107942164343181,41662.695,5959.017152953736,6.111775800884949,36420.17683248097,36420.17683248097
2019,SEMBORO,24453.0,24825.67,24712.0,24133.592536541153,4032.0474,4027.9891278997193,6.1433434,6.069325583197695,25756.098,4028.800787183057,6.087830049558,24526.65449589594,24526.65449589594
2019,SILO,26472.0,26682.383,26509.0,26498.49371740921,4413.996,4430.97845967973,5.9875956,5.962833633799606,27285.115,4427.582023114877,5.969024114891331,26428.34386663205,26428.34386663205
2019,SUKORAMBI,20638.0,22531.17,25954.0,21491.290104826687,3683.4758,3512.4170163901235,5.9678335,5.910567075221474,27823.656,3546.6288035417865,5.924883686161589,21013.36313897553,21013.36313897553
2019,SUKOWONO,28268.0,28729.584,28958.0,29211.60274034038,4728.7695,4744.466379866771,6.0038633,5.967697641510449,31414.652,4741.327010143417,5.976739064796777,28337.674360500267,28337.674360500267
2019,SUMBERBARU,44397.0,43683.5,55430.0,43995.335729062346,6912.6323,6850.735309411579,6.6318846,6.613470284513679,57027.93,6863.114736787076,6.6180738571077935,45420.600217861785,45420.600217861785
2019,SUMBERJAMBE,24787.0,25343.57,25799.0,25714.33894616639,4470.3477,4492.602211458527,5.655815,5.734797397462098,30211.715,4488.15128820979,5.715051829224503,25650.01722951967,25650.01722951967
2019,SUMBERSARI,15436.0,14871.133,21010.0,14744.853570861455,2601.6104,2637.7121742289078,6.044712,6.048537989852834,19891.309,2630.4918219026576,6.047581509052224,15908.113701851607,15908.113701851607
2019,TANGGUL,54018.0,50746.547,55586.0,53397.436993697964,8337.017,8312.020200607189,6.473777,6.437418042469923,57116.16,8317.019480798252,6.446507736182887,53615.7304249497,53615.7304249497
2019,TEMPUREJO,20256.0,20529.082,19439.0,20049.883087026272,3597.3289,3604.6633819087624,5.669657,5.712915300957668,19762.518,3603.196464804354,5.7021007833125505,20545.789384389922,20545.789384389922
2019,UMBULSARI,14974.0,13849.262,15454.0,12370.07208537941,2397.299,2219.8454943678003,6.10303,6.209710191660971,14857.014,2255.33620384385,6.1830401949389655,13944.834401467584,13944.834401467584
